自用,#genre#
广西|岭南戏曲,http://171.104.198.50:8181/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0$广西电信酒店
广西|测试频道12（b）,http://171.104.198.50:8181/tsfile/live/1064_1.m3u8?key=txiptv&playlive=1&authid=0$广西电信酒店
广西|北流台,http://171.104.198.50:8181/tsfile/live/1084_1.m3u8?key=txiptv&playlive=1&authid=0$广西电信酒店
广西|北京科教,http://171.104.198.50:8181/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0$广西电信酒店
广西|玉林公共,http://171.104.198.50:8181/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0$广西电信酒店
广西|广东体育18（b）,http://171.104.198.50:8181/tsfile/live/1070_1.m3u8?key=txiptv&playlive=1&authid=0$广西电信酒店
广东|南山有线,http://113.64.147.76:8081/hls/18/index.m3u8$广东电信酒店
广东|揭西台,http://113.64.147.76:8081/hls/19/index.m3u8$广东电信酒店
广东|本港台,http://113.64.147.76:8081/hls/135/index.m3u8$广东电信酒店
广东|揭阳公共,http://113.64.147.76:8081/hls/22/index.m3u8$广东电信酒店
广东|揭阳综合,http://113.64.147.76:8081/hls/21/index.m3u8$广东电信酒店
广东|潮州综合,http://113.64.147.76:8081/hls/23/index.m3u8$广东电信酒店
广东|汕头台,http://113.64.147.76:8081/hls/24/index.m3u8$广东电信酒店
广东|翡翠台,http://113.64.147.76:8081/hls/25/index.m3u8$广东电信酒店
广东|明珠台,http://113.64.147.76:8081/hls/26/index.m3u8$广东电信酒店
广东|广东公共,http://113.64.147.76:8081/hls/27/index.m3u8$广东电信酒店
广东|广东体育,http://113.64.147.76:8081/hls/1/index.m3u8$广东电信酒店
广东|广东新闻,http://113.64.147.76:8081/hls/28/index.m3u8$广东电信酒店
广东|经济科教,http://113.64.147.76:8081/hls/29/index.m3u8$广东电信酒店
广东|南方都市,http://113.64.147.76:8081/hls/30/index.m3u8$广东电信酒店
广东|广东影视,http://113.64.147.76:8081/hls/31/index.m3u8$广东电信酒店
广东|广东少儿,http://113.64.147.76:8081/hls/32/index.m3u8$广东电信酒店
广东|动作电影,http://113.64.147.76:8081/hls/34/index.m3u8$广东电信酒店
广东|家庭影院,http://113.64.147.76:8081/hls/35/index.m3u8$广东电信酒店
广东|凤凰资讯,http://113.64.147.76:8081/hls/36/index.m3u8$广东电信酒店
广东|凤凰香港,http://113.64.147.76:8081/hls/38/index.m3u8$广东电信酒店
广东|揭西,http://113.64.147.76:8081/hls/39/index.m3u8$广东电信酒店
广东|上海纪实,http://113.64.147.76:8081/hls/56/index.m3u8$广东电信酒店
广东|经典电影,http://113.64.147.76:8081/hls/61/index.m3u8$广东电信酒店
广东|dox电影,http://113.64.147.76:8081/hls/62/index.m3u8$广东电信酒店
广东|热播剧场,http://113.64.147.76:8081/hls/63/index.m3u8$广东电信酒店
广东|中国教育1,http://113.64.147.76:8081/hls/64/index.m3u8$广东电信酒店
广东|魅力足球,http://113.64.147.76:8081/hls/65/index.m3u8$广东电信酒店
广东|南方经济,http://113.64.147.76:8081/hls/66/index.m3u8$广东电信酒店
广东|翡翠台,http://113.64.147.76:8081/hls/67/index.m3u8$广东电信酒店
广东|深都市,http://113.64.147.76:8081/hls/68/index.m3u8$广东电信酒店
广东|深圳电视剧,http://113.64.147.76:8081/hls/69/index.m3u8$广东电信酒店
广东|山东教育,http://113.64.147.76:8081/hls/72/index.m3u8$广东电信酒店
广东|mv音乐,http://113.64.147.76:8081/hls/88/index.m3u8$广东电信酒店
广东|网络棋牌,http://113.64.147.76:8081/hls/106/index.m3u8$广东电信酒店
广东|书画频道,http://113.64.147.76:8081/hls/107/index.m3u8$广东电信酒店
广东|岭南戏曲,http://113.64.147.76:8081/hls/108/index.m3u8$广东电信酒店
广东|现代教育,http://113.64.147.76:8081/hls/109/index.m3u8$广东电信酒店
广东|环球奇观,http://113.64.147.76:8081/hls/110/index.m3u8$广东电信酒店
广东|家庭理财,http://113.64.147.76:8081/hls/112/index.m3u8$广东电信酒店
广东|先锋乒羽,http://113.64.147.76:8081/hls/113/index.m3u8$广东电信酒店
广东|家庭购物,http://113.64.147.76:8081/hls/114/index.m3u8$广东电信酒店
广东|新动漫,http://113.64.147.76:8081/hls/115/index.m3u8$广东电信酒店
广东|央视精品,http://113.64.147.76:8081/hls/116/index.m3u8$广东电信酒店
广东|风云音乐,http://113.64.147.76:8081/hls/117/index.m3u8$广东电信酒店
广东|怀旧剧场,http://113.64.147.76:8081/hls/118/index.m3u8$广东电信酒店
广东|风云剧场,http://113.64.147.76:8081/hls/120/index.m3u8$广东电信酒店
广东|风云足球,http://113.64.147.76:8081/hls/119/index.m3u8$广东电信酒店
广东|第一剧场,http://113.64.147.76:8081/hls/121/index.m3u8$广东电信酒店
广东|武术世界,http://113.64.147.76:8081/hls/122/index.m3u8$广东电信酒店
广东|南方购物,http://113.64.147.76:8081/hls/123/index.m3u8$广东电信酒店
广东|世界地理,http://113.64.147.76:8081/hls/124/index.m3u8$广东电信酒店
广东|老故事,http://113.64.147.76:8081/hls/125/index.m3u8$广东电信酒店
广东|嘉佳卡通,http://113.64.147.76:8081/hls/126/index.m3u8$广东电信酒店
广东|炫动卡通,http://113.64.147.76:8081/hls/127/index.m3u8$广东电信酒店
广东|优漫卡通,http://113.64.147.76:8081/hls/128/index.m3u8$广东电信酒店
广东|金鹰卡通,http://113.64.147.76:8081/hls/129/index.m3u8$广东电信酒店
广东|中国气象,http://113.64.147.76:8081/hls/33/index.m3u8$广东电信酒店
广东|南山有线,http://113.64.147.20:8081/hls/18/index.m3u8$广东电信酒店
广东|揭西台,http://113.64.147.20:8081/hls/19/index.m3u8$广东电信酒店
广东|本港台,http://113.64.147.20:8081/hls/135/index.m3u8$广东电信酒店
广东|揭阳公共,http://113.64.147.20:8081/hls/22/index.m3u8$广东电信酒店
广东|揭阳综合,http://113.64.147.20:8081/hls/21/index.m3u8$广东电信酒店
广东|潮州综合,http://113.64.147.20:8081/hls/23/index.m3u8$广东电信酒店
广东|汕头台,http://113.64.147.20:8081/hls/24/index.m3u8$广东电信酒店
广东|翡翠台,http://113.64.147.20:8081/hls/25/index.m3u8$广东电信酒店
广东|明珠台,http://113.64.147.20:8081/hls/26/index.m3u8$广东电信酒店
广东|广东公共,http://113.64.147.20:8081/hls/27/index.m3u8$广东电信酒店
广东|广东体育,http://113.64.147.20:8081/hls/1/index.m3u8$广东电信酒店
广东|广东新闻,http://113.64.147.20:8081/hls/28/index.m3u8$广东电信酒店
广东|经济科教,http://113.64.147.20:8081/hls/29/index.m3u8$广东电信酒店
广东|南方都市,http://113.64.147.20:8081/hls/30/index.m3u8$广东电信酒店
广东|广东影视,http://113.64.147.20:8081/hls/31/index.m3u8$广东电信酒店
广东|广东少儿,http://113.64.147.20:8081/hls/32/index.m3u8$广东电信酒店
广东|动作电影,http://113.64.147.20:8081/hls/34/index.m3u8$广东电信酒店
广东|家庭影院,http://113.64.147.20:8081/hls/35/index.m3u8$广东电信酒店
广东|凤凰资讯,http://113.64.147.20:8081/hls/36/index.m3u8$广东电信酒店
广东|凤凰香港,http://113.64.147.20:8081/hls/38/index.m3u8$广东电信酒店
广东|揭西,http://113.64.147.20:8081/hls/39/index.m3u8$广东电信酒店
广东|上海纪实,http://113.64.147.20:8081/hls/56/index.m3u8$广东电信酒店
广东|经典电影,http://113.64.147.20:8081/hls/61/index.m3u8$广东电信酒店
广东|dox电影,http://113.64.147.20:8081/hls/62/index.m3u8$广东电信酒店
广东|热播剧场,http://113.64.147.20:8081/hls/63/index.m3u8$广东电信酒店
广东|中国教育1,http://113.64.147.20:8081/hls/64/index.m3u8$广东电信酒店
广东|魅力足球,http://113.64.147.20:8081/hls/65/index.m3u8$广东电信酒店
广东|南方经济,http://113.64.147.20:8081/hls/66/index.m3u8$广东电信酒店
广东|翡翠台,http://113.64.147.20:8081/hls/67/index.m3u8$广东电信酒店
广东|深都市,http://113.64.147.20:8081/hls/68/index.m3u8$广东电信酒店
广东|深圳电视剧,http://113.64.147.20:8081/hls/69/index.m3u8$广东电信酒店
广东|山东教育,http://113.64.147.20:8081/hls/72/index.m3u8$广东电信酒店
广东|mv音乐,http://113.64.147.20:8081/hls/88/index.m3u8$广东电信酒店
广东|网络棋牌,http://113.64.147.20:8081/hls/106/index.m3u8$广东电信酒店
广东|书画频道,http://113.64.147.20:8081/hls/107/index.m3u8$广东电信酒店
广东|岭南戏曲,http://113.64.147.20:8081/hls/108/index.m3u8$广东电信酒店
广东|现代教育,http://113.64.147.20:8081/hls/109/index.m3u8$广东电信酒店
广东|环球奇观,http://113.64.147.20:8081/hls/110/index.m3u8$广东电信酒店
广东|家庭理财,http://113.64.147.20:8081/hls/112/index.m3u8$广东电信酒店
广东|先锋乒羽,http://113.64.147.20:8081/hls/113/index.m3u8$广东电信酒店
广东|家庭购物,http://113.64.147.20:8081/hls/114/index.m3u8$广东电信酒店
广东|新动漫,http://113.64.147.20:8081/hls/115/index.m3u8$广东电信酒店
广东|央视精品,http://113.64.147.20:8081/hls/116/index.m3u8$广东电信酒店
广东|风云音乐,http://113.64.147.20:8081/hls/117/index.m3u8$广东电信酒店
广东|怀旧剧场,http://113.64.147.20:8081/hls/118/index.m3u8$广东电信酒店
广东|风云剧场,http://113.64.147.20:8081/hls/120/index.m3u8$广东电信酒店
广东|风云足球,http://113.64.147.20:8081/hls/119/index.m3u8$广东电信酒店
广东|第一剧场,http://113.64.147.20:8081/hls/121/index.m3u8$广东电信酒店
广东|武术世界,http://113.64.147.20:8081/hls/122/index.m3u8$广东电信酒店
广东|南方购物,http://113.64.147.20:8081/hls/123/index.m3u8$广东电信酒店
广东|世界地理,http://113.64.147.20:8081/hls/124/index.m3u8$广东电信酒店
广东|老故事,http://113.64.147.20:8081/hls/125/index.m3u8$广东电信酒店
广东|嘉佳卡通,http://113.64.147.20:8081/hls/126/index.m3u8$广东电信酒店
广东|炫动卡通,http://113.64.147.20:8081/hls/127/index.m3u8$广东电信酒店
广东|优漫卡通,http://113.64.147.20:8081/hls/128/index.m3u8$广东电信酒店
广东|金鹰卡通,http://113.64.147.20:8081/hls/129/index.m3u8$广东电信酒店
广东|中国气象,http://113.64.147.20:8081/hls/33/index.m3u8$广东电信酒店
广东|南山有线,http://113.64.147.83:8081/hls/18/index.m3u8$广东电信酒店
广东|揭西台,http://113.64.147.83:8081/hls/19/index.m3u8$广东电信酒店
广东|本港台,http://113.64.147.83:8081/hls/135/index.m3u8$广东电信酒店
广东|揭阳公共,http://113.64.147.83:8081/hls/22/index.m3u8$广东电信酒店
广东|揭阳综合,http://113.64.147.83:8081/hls/21/index.m3u8$广东电信酒店
广东|潮州综合,http://113.64.147.83:8081/hls/23/index.m3u8$广东电信酒店
广东|汕头台,http://113.64.147.83:8081/hls/24/index.m3u8$广东电信酒店
广东|翡翠台,http://113.64.147.83:8081/hls/25/index.m3u8$广东电信酒店
广东|明珠台,http://113.64.147.83:8081/hls/26/index.m3u8$广东电信酒店
广东|广东公共,http://113.64.147.83:8081/hls/27/index.m3u8$广东电信酒店
广东|广东体育,http://113.64.147.83:8081/hls/1/index.m3u8$广东电信酒店
广东|广东新闻,http://113.64.147.83:8081/hls/28/index.m3u8$广东电信酒店
广东|经济科教,http://113.64.147.83:8081/hls/29/index.m3u8$广东电信酒店
广东|南方都市,http://113.64.147.83:8081/hls/30/index.m3u8$广东电信酒店
广东|广东影视,http://113.64.147.83:8081/hls/31/index.m3u8$广东电信酒店
广东|广东少儿,http://113.64.147.83:8081/hls/32/index.m3u8$广东电信酒店
广东|动作电影,http://113.64.147.83:8081/hls/34/index.m3u8$广东电信酒店
广东|家庭影院,http://113.64.147.83:8081/hls/35/index.m3u8$广东电信酒店
广东|凤凰资讯,http://113.64.147.83:8081/hls/36/index.m3u8$广东电信酒店
广东|凤凰香港,http://113.64.147.83:8081/hls/38/index.m3u8$广东电信酒店
广东|揭西,http://113.64.147.83:8081/hls/39/index.m3u8$广东电信酒店
广东|上海纪实,http://113.64.147.83:8081/hls/56/index.m3u8$广东电信酒店
广东|经典电影,http://113.64.147.83:8081/hls/61/index.m3u8$广东电信酒店
广东|dox电影,http://113.64.147.83:8081/hls/62/index.m3u8$广东电信酒店
广东|热播剧场,http://113.64.147.83:8081/hls/63/index.m3u8$广东电信酒店
广东|中国教育1,http://113.64.147.83:8081/hls/64/index.m3u8$广东电信酒店
广东|魅力足球,http://113.64.147.83:8081/hls/65/index.m3u8$广东电信酒店
广东|南方经济,http://113.64.147.83:8081/hls/66/index.m3u8$广东电信酒店
广东|翡翠台,http://113.64.147.83:8081/hls/67/index.m3u8$广东电信酒店
广东|深都市,http://113.64.147.83:8081/hls/68/index.m3u8$广东电信酒店
广东|深圳电视剧,http://113.64.147.83:8081/hls/69/index.m3u8$广东电信酒店
广东|山东教育,http://113.64.147.83:8081/hls/72/index.m3u8$广东电信酒店
广东|mv音乐,http://113.64.147.83:8081/hls/88/index.m3u8$广东电信酒店
广东|网络棋牌,http://113.64.147.83:8081/hls/106/index.m3u8$广东电信酒店
广东|书画频道,http://113.64.147.83:8081/hls/107/index.m3u8$广东电信酒店
广东|岭南戏曲,http://113.64.147.83:8081/hls/108/index.m3u8$广东电信酒店
广东|现代教育,http://113.64.147.83:8081/hls/109/index.m3u8$广东电信酒店
广东|环球奇观,http://113.64.147.83:8081/hls/110/index.m3u8$广东电信酒店
广东|家庭理财,http://113.64.147.83:8081/hls/112/index.m3u8$广东电信酒店
广东|先锋乒羽,http://113.64.147.83:8081/hls/113/index.m3u8$广东电信酒店
广东|家庭购物,http://113.64.147.83:8081/hls/114/index.m3u8$广东电信酒店
广东|新动漫,http://113.64.147.83:8081/hls/115/index.m3u8$广东电信酒店
广东|央视精品,http://113.64.147.83:8081/hls/116/index.m3u8$广东电信酒店
广东|风云音乐,http://113.64.147.83:8081/hls/117/index.m3u8$广东电信酒店
广东|怀旧剧场,http://113.64.147.83:8081/hls/118/index.m3u8$广东电信酒店
广东|风云剧场,http://113.64.147.83:8081/hls/120/index.m3u8$广东电信酒店
广东|风云足球,http://113.64.147.83:8081/hls/119/index.m3u8$广东电信酒店
广东|第一剧场,http://113.64.147.83:8081/hls/121/index.m3u8$广东电信酒店
广东|武术世界,http://113.64.147.83:8081/hls/122/index.m3u8$广东电信酒店
广东|南方购物,http://113.64.147.83:8081/hls/123/index.m3u8$广东电信酒店
广东|世界地理,http://113.64.147.83:8081/hls/124/index.m3u8$广东电信酒店
广东|老故事,http://113.64.147.83:8081/hls/125/index.m3u8$广东电信酒店
广东|嘉佳卡通,http://113.64.147.83:8081/hls/126/index.m3u8$广东电信酒店
广东|炫动卡通,http://113.64.147.83:8081/hls/127/index.m3u8$广东电信酒店
广东|优漫卡通,http://113.64.147.83:8081/hls/128/index.m3u8$广东电信酒店
广东|金鹰卡通,http://113.64.147.83:8081/hls/129/index.m3u8$广东电信酒店
广东|中国气象,http://113.64.147.83:8081/hls/33/index.m3u8$广东电信酒店
广东|南山有线,http://113.64.147.82:8081/hls/18/index.m3u8$广东电信酒店
广东|揭西台,http://113.64.147.82:8081/hls/19/index.m3u8$广东电信酒店
广东|本港台,http://113.64.147.82:8081/hls/135/index.m3u8$广东电信酒店
广东|揭阳公共,http://113.64.147.82:8081/hls/22/index.m3u8$广东电信酒店
广东|揭阳综合,http://113.64.147.82:8081/hls/21/index.m3u8$广东电信酒店
广东|潮州综合,http://113.64.147.82:8081/hls/23/index.m3u8$广东电信酒店
广东|汕头台,http://113.64.147.82:8081/hls/24/index.m3u8$广东电信酒店
广东|翡翠台,http://113.64.147.82:8081/hls/25/index.m3u8$广东电信酒店
广东|明珠台,http://113.64.147.82:8081/hls/26/index.m3u8$广东电信酒店
广东|广东公共,http://113.64.147.82:8081/hls/27/index.m3u8$广东电信酒店
广东|广东体育,http://113.64.147.82:8081/hls/1/index.m3u8$广东电信酒店
广东|广东新闻,http://113.64.147.82:8081/hls/28/index.m3u8$广东电信酒店
广东|经济科教,http://113.64.147.82:8081/hls/29/index.m3u8$广东电信酒店
广东|南方都市,http://113.64.147.82:8081/hls/30/index.m3u8$广东电信酒店
广东|广东影视,http://113.64.147.82:8081/hls/31/index.m3u8$广东电信酒店
广东|广东少儿,http://113.64.147.82:8081/hls/32/index.m3u8$广东电信酒店
广东|动作电影,http://113.64.147.82:8081/hls/34/index.m3u8$广东电信酒店
广东|家庭影院,http://113.64.147.82:8081/hls/35/index.m3u8$广东电信酒店
广东|凤凰资讯,http://113.64.147.82:8081/hls/36/index.m3u8$广东电信酒店
广东|凤凰香港,http://113.64.147.82:8081/hls/38/index.m3u8$广东电信酒店
广东|揭西,http://113.64.147.82:8081/hls/39/index.m3u8$广东电信酒店
广东|上海纪实,http://113.64.147.82:8081/hls/56/index.m3u8$广东电信酒店
广东|经典电影,http://113.64.147.82:8081/hls/61/index.m3u8$广东电信酒店
广东|dox电影,http://113.64.147.82:8081/hls/62/index.m3u8$广东电信酒店
广东|热播剧场,http://113.64.147.82:8081/hls/63/index.m3u8$广东电信酒店
广东|中国教育1,http://113.64.147.82:8081/hls/64/index.m3u8$广东电信酒店
广东|魅力足球,http://113.64.147.82:8081/hls/65/index.m3u8$广东电信酒店
广东|南方经济,http://113.64.147.82:8081/hls/66/index.m3u8$广东电信酒店
广东|翡翠台,http://113.64.147.82:8081/hls/67/index.m3u8$广东电信酒店
广东|深都市,http://113.64.147.82:8081/hls/68/index.m3u8$广东电信酒店
广东|深圳电视剧,http://113.64.147.82:8081/hls/69/index.m3u8$广东电信酒店
广东|山东教育,http://113.64.147.82:8081/hls/72/index.m3u8$广东电信酒店
广东|mv音乐,http://113.64.147.82:8081/hls/88/index.m3u8$广东电信酒店
广东|网络棋牌,http://113.64.147.82:8081/hls/106/index.m3u8$广东电信酒店
广东|书画频道,http://113.64.147.82:8081/hls/107/index.m3u8$广东电信酒店
广东|岭南戏曲,http://113.64.147.82:8081/hls/108/index.m3u8$广东电信酒店
广东|现代教育,http://113.64.147.82:8081/hls/109/index.m3u8$广东电信酒店
广东|环球奇观,http://113.64.147.82:8081/hls/110/index.m3u8$广东电信酒店
广东|家庭理财,http://113.64.147.82:8081/hls/112/index.m3u8$广东电信酒店
广东|先锋乒羽,http://113.64.147.82:8081/hls/113/index.m3u8$广东电信酒店
广东|家庭购物,http://113.64.147.82:8081/hls/114/index.m3u8$广东电信酒店
广东|新动漫,http://113.64.147.82:8081/hls/115/index.m3u8$广东电信酒店
广东|央视精品,http://113.64.147.82:8081/hls/116/index.m3u8$广东电信酒店
广东|风云音乐,http://113.64.147.82:8081/hls/117/index.m3u8$广东电信酒店
广东|怀旧剧场,http://113.64.147.82:8081/hls/118/index.m3u8$广东电信酒店
广东|风云剧场,http://113.64.147.82:8081/hls/120/index.m3u8$广东电信酒店
